1564555297525594624,-0.04611,0.03600,0.08341,0.81526,-0.57716,0.02028,-0.04277,-0.05216,0.11059,0.09072,
1564555297625654016,-0.02151,0.04126,0.08461,0.79010,-0.61179,-0.02352,-0.03005,0.04982,0.10983,0.08601,
1564555297725712896,-0.01148,0.04160,0.09085,0.77550,-0.63004,-0.03078,-0.02641,0.09694,0.07339,0.04084,
1564555297825780992,-0.00362,0.02682,0.07503,0.78175,-0.62323,-0.01094,-0.01837,0.06323,-0.03081,-0.06297,
1564555297925839872,-0.00049,0.01520,0.05528,0.80228,-0.59617,-0.02846,0.01106,-0.01567,-0.03118,-0.18878,
1564555298025899008,-0.00653,0.01264,0.03349,0.81702,-0.57321,-0.06143,0.01195,-0.06531,0.00190,-0.28315,
1564555298125957888,-0.02066,0.00621,0.00616,0.82950,-0.55534,-0.04437,-0.03958,-0.11743,-0.03781,-0.30247,
1564555298226016000,-0.04052,-0.00428,-0.01787,0.85414,-0.51077,-0.01697,-0.09626,-0.12536,-0.08721,-0.25904,
1564555298326075136,-0.05551,-0.00660,-0.03810,0.87842,-0.45527,0.01879,-0.14409,-0.08964,0.01122,-0.12702,
1564555298426134016,-0.06545,0.00127,-0.04362,0.85909,-0.49653,-0.06408,-0.10640,-0.04652,0.08837,0.04016,
1564555298526193152,-0.06920,0.01266,-0.02895,0.83321,-0.53832,-0.10354,-0.07247,-0.08769,0.12622,0.09907,
1564555298626252288,-0.07574,0.01649,-0.01526,0.82869,-0.54433,-0.10475,-0.07751,-0.02775,-0.04429,0.10285,
1564555298726310400,-0.07687,0.01591,-0.01181,0.85539,-0.50271,-0.08259,-0.09363,-0.08818,-0.07315,0.04572,
1564555298826377984,-0.08199,0.01828,-0.01357,0.86555,-0.48233,-0.06544,-0.11786,-0.06843,0.07521,0.12701,
1564555298926436864,-0.07963,0.02796,-0.00376,0.84992,-0.50900,-0.06294,-0.12081,-0.03414,0.14940,0.18171,
1564555299026496000,-0.05570,0.02546,0.02170,0.81951,-0.56078,-0.07920,-0.08754,0.04565,0.11458,0.21530,
1564555299126554368,-0.04164,0.02543,0.03449,0.79730,-0.59243,-0.10514,-0.04775,0.01152,0.01019,0.13068,
1564555299226613248,-0.04211,0.01804,0.03823,0.80577,-0.58051,-0.09580,-0.06756,0.02763,-0.04172,0.10321,
1564555299326672896,-0.03572,0.00707,0.03022,0.81318,-0.57040,-0.08441,-0.07906,0.05483,-0.01169,0.07242,
1564555299426731776,-0.03334,0.00433,0.02039,0.81325,-0.57035,-0.07986,-0.08336,0.04173,0.00291,0.03952,
1564555299526790912,-0.03505,0.00169,0.00716,0.81535,-0.56746,-0.07465,-0.08734,0.01164,-0.00203,0.01003,
1564555299626849280,-0.03764,0.00336,0.00618,0.81400,-0.56989,-0.07383,-0.08469,0.01398,0.01460,0.01305,
1564555299726908160,-0.03486,0.00342,0.00557,0.81247,-0.57242,-0.07417,-0.08201,0.00112,0.00496,0.00300,
1564555299826972928,-0.03894,0.00410,0.00470,0.81162,-0.57393,-0.07286,-0.08110,-0.00407,0.00436,-0.00135,
1564555299927032320,-0.03920,0.00459,0.00420,0.81109,-0.57496,-0.07264,-0.07927,-0.00219,0.00340,-0.00035,
1564555300027090432,-0.03868,0.00447,0.00434,0.81023,-0.57667,-0.07368,-0.07448,0.00604,0.00312,0.00714,
1564555300127149824,-0.03879,0.00436,0.00436,0.80769,-0.58062,-0.07676,-0.06805,-0.00652,0.00696,0.00611,
1564555300227209216,-0.03828,0.00431,0.00457,0.79488,-0.59821,-0.08701,-0.05233,0.01766,-0.00076,0.03614,
1564555300327268352,-0.03991,-0.00205,0.00449,0.81021,-0.57681,-0.08303,-0.06290,-0.05443,-0.13973,-0.05854,
1564555300427327488,-0.04610,-0.01610,-0.00795,0.86469,-0.47815,-0.00813,-0.15368,-0.00099,-0.13781,-0.01939,
1564555300527385600,-0.04057,-0.02057,-0.00380,0.85681,-0.49708,-0.01294,-0.13647,0.07418,0.04871,0.12540,
1564555300627444992,-0.03661,-0.01453,0.00011,0.79938,-0.59132,-0.08804,-0.05990,0.03542,0.03881,0.00606,
1564555300727504128,-0.03623,-0.01652,-0.00727,0.79968,-0.59167,-0.09160,-0.04535,-0.01649,-0.04946,-0.10320,
1564555300827582720,-0.04165,-0.01306,-0.00993,0.81162,-0.57590,-0.07916,-0.05777,0.02011,-0.01149,0.00969,
1564555300927641088,-0.04505,-0.00770,-0.00758,0.81141,-0.57580,-0.07338,-0.06845,-0.02675,0.04253,0.01720,
1564555301027700736,-0.04470,-0.00716,-0.00686,0.80104,-0.58970,-0.07247,-0.07300,-0.01012,0.04111,0.02620,
1564555301127760384,-0.04416,-0.00584,-0.00747,0.79213,-0.60168,-0.07268,-0.07234,0.00250,0.00108,0.00484,
1564555301227819776,-0.04321,-0.00397,-0.00997,0.79245,-0.60123,-0.07298,-0.07228,0.00472,-0.02628,-0.01209,
1564555301327879168,-0.04316,-0.00490,-0.00980,0.79512,-0.59745,-0.07506,-0.07218,-0.00960,0.01071,0.00230,
1564555301427937792,-0.04363,-0.00263,-0.00953,0.79012,-0.60389,-0.07661,-0.07183,-0.00429,0.02978,0.00650,
1564555301527997184,-0.04326,-0.00237,-0.00971,0.78628,-0.60907,-0.07616,-0.07068,0.00878,-0.00422,-0.00203,
1564555301628056832,-0.04267,-0.00372,-0.00958,0.78892,-0.60640,-0.07169,-0.06886,0.01406,-0.00722,0.00574,
1564555301728116224,-0.04202,-0.00408,-0.00948,0.79246,-0.60274,-0.06344,-0.06844,-0.00080,-0.00278,-0.00256,
1564555301828178432,-0.04245,-0.00400,-0.00993,0.79433,-0.60023,-0.06262,-0.06961,-0.01638,0.00082,-0.01268,
1564555301928237824,-0.04312,-0.00425,-0.01005,0.79378,-0.60022,-0.06692,-0.07190,0.00397,0.02001,0.01513,
1564555302028297472,-0.04346,-0.00217,-0.00993,0.78800,-0.60786,-0.06535,-0.07269,-0.01085,0.02325,0.00476,
1564555302128356864,-0.04380,-0.00199,-0.01029,0.78480,-0.61175,-0.06751,-0.07272,0.01158,-0.00508,-0.01120,
1564555302228415488,-0.04400,-0.00258,-0.01075,0.78712,-0.60836,-0.06937,-0.07440,-0.01486,-0.01959,-0.01013,
1564555302328475392,-0.04333,-0.00492,-0.00976,0.79294,-0.60069,-0.06741,-0.07659,-0.00207,0.02464,0.00961,
1564555302428535040,-0.04332,-0.00226,-0.00959,0.78901,-0.60634,-0.06580,-0.07412,-0.00264,0.04129,0.01401,
1564555302528594432,-0.04157,-0.00260,-0.00989,0.78326,-0.61416,-0.06449,-0.07176,0.00087,0.00351,-0.00100,
1564555302628654336,-0.04118,-0.00314,-0.01025,0.78141,-0.61671,-0.06439,-0.07013,0.01187,-0.01785,-0.00401,
1564555302728712704,-0.04290,-0.00270,-0.00878,0.78251,-0.61561,-0.06161,-0.07001,0.00039,0.00344,0.00005,
1564555302828780288,-0.04262,-0.00217,-0.00883,0.78201,-0.61653,-0.06088,-0.06818,0.00054,-0.00286,-0.00322,
1564555302928840192,-0.04274,-0.00240,-0.00873,0.78264,-0.61579,-0.06051,-0.06792,-0.00320,0.00015,-0.00104,
